Tanggal,Nangroe Aceh Darussalam,,,Sumatera Barat,,,Sumatera Utara,,,Sumatera Selatan,,,Lampung,,,Riau,,,Kepulauan Riau,,,Jambi,,,Kepulauan Bangka Belitung,,,Bengkulu,,,DKI Jakarta,,,Banten,,,Jawa Barat,,,Jawa Tengah,,,Jawa Timur,,,Daerah Istimewah Yogyakarta,,,Bali,,,Nusa Tenggara Barat,,,Nusa Tenggara Timur,,,Kalimantan Barat,,,Kalimantan Selatan,,,Kalimantan Tengah,,,Kalimantan Timur,,,Kalimantan Utara,,,Sulawesi Barat,,,Sulawesi Tenggara,,,Sulawesi Selatan,,,Sulawesi Tengah,,,Sulawesi Utara,,,Gorontalo,,,Maluku,,,Maluku Utara,,,Papua,,,Papua Barat,,
,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh
11/6/2020,71,0,194,235,6,290,78,4,60,94,1,44,44,3,0,143,7,207,43,7,27,15,0,17,13,0,4,9,0,5,672,18,1024,104,7,103,587,0,451,613,12,293,289,17,270,25,1,30,74,3,81,21,2,27,8,0,21,79,0,49,25,1,7,12,1,37,41,0,54,7,1,7,12,0,1,79,2,30,26,0,35,25,2,11,1,2,37,1,0,5,30,1,31,3,0,0,0,0,0,66,0,9
11/7/2020,27,3,83,167,8,265,76,2,63,83,2,4,39,1,81,165,5,357,84,4,82,18,0,20,16,0,9,32,0,10,1118,11,989,125,2,93,476,0,462,489,28,301,269,14,267,38,2,49,68,0,50,32,0,17,17,0,4,83,0,6,25,0,14,162,0,25,79,2,30,11,0,14,162,1,10,73,0,26,125,0,48,25,0,25,52,2,25,5,0,0,10,1,77,2,0,0,0,0,0,54,0,12
11/8/2020,26,0,247,196,6,242,78,2,58,42,3,96,60,6,5,158,4,165,28,2,49,41,0,31,0,0,7,0,1,0,826,8,979,59,3,74,479,1,625,640,7,260,282,15,261,34,1,33,44,0,48,46,2,61,10,0,16,36,0,25,59,0,10,9,0,10,73,0,26,3,0,10,9,0,2,46,1,18,77,0,39,59,0,11,58,1,10,8,0,1,40,0,13,0,0,0,33,2,50,52,0,151
11/9/2020,3,0,203,126,2,186,75,2,64,26,3,26,86,6,18,13,2,125,0,0,0,36,0,35,10,1,0,1,0,0,716,12,1124,120,6,42,330,2,920,619,10,297,234,14,242,32,2,61,68,1,70,44,0,3,1,0,7,0,0,0,0,0,3,35,0,40,46,1,18,4,0,3,35,0,1,4,0,26,58,1,15,0,1,24,44,1,40,4,0,3,11,1,14,4,0,0,0,0,0,8,2,7
11/10/2020,29,0,0,112,4,190,76,3,67,51,1,38,0,0,0,151,0,0,158,0,12,11,0,50,48,0,3,5,3,30,1013,13,1253,55,0,0,748,5,905,680,15,232,272,20,301,21,0,19,44,0,2,11,0,0,8,0,5,0,0,0,30,0,7,0,0,19,4,0,26,6,0,7,0,0,2,92,0,9,48,1,84,30,1,32,30,2,19,0,0,2,29,0,18,3,0,0,0,0,0,23,0,0
11/11/2020,51,0,0,254,0,103,78,1,60,76,5,85,99,0,6,146,9,505,97,6,4,11,1,30,23,2,4,12,2,9,587,12,962,125,0,2,668,5,434,161,15,306,168,18,186,30,1,43,93,2,134,36,0,0,6,0,0,33,0,23,37,0,9,13,0,0,92,0,9,12,0,9,13,0,2,30,0,5,168,0,68,37,1,11,78,0,0,0,0,0,25,0,14,28,0,0,0,0,0,72,0,37
11/12/2020,27,0,0,198,2,53,79,2,79,72,4,51,95,0,0,116,3,86,74,1,65,15,2,32,11,0,8,18,0,13,831,10,1054,100,0,5,733,21,524,608,12,338,270,19,243,79,2,25,89,1,50,28,0,0,12,0,2,13,0,12,12,1,0,12,1,51,30,0,5,13,1,0,12,1,14,42,0,22,26,0,28,12,0,23,37,0,51,5,0,14,44,0,26,0,0,0,100,1,35,11,0,19
11/13/2020,45,0,4,189,0,120,80,5,72,68,2,12,137,2,48,146,3,63,21,0,115,20,1,20,15,0,46,23,0,33,1033,16,977,111,0,1,801,7,380,1362,32,324,239,12,223,61,2,29,64,0,56,48,0,0,18,3,7,13,0,15,22,0,7,4,0,20,42,0,22,6,0,7,4,0,15,86,0,0,131,0,44,22,3,3,19,6,20,0,0,1,17,3,51,9,1,0,147,0,0,25,0,13
11/14/2020,20,0,3,244,0,157,78,1,59,64,4,44,87,0,6,130,1,49,0,1,134,19,2,22,15,0,46,17,0,5,1255,12,1039,166,0,11,809,2,472,1222,40,230,256,25,230,51,1,23,48,0,13,27,0,0,7,0,0,12,0,22,8,0,20,8,0,16,86,0,0,24,0,20,8,0,16,58,2,6,69,2,36,8,1,21,65,3,16,0,2,1,25,0,8,6,0,0,177,1,25,31,0,21
11/15/2020,49,0,2,213,4,141,84,0,67,44,1,36,14,4,80,163,3,268,2,2,0,16,0,39,0,0,10,40,2,8,1165,5,975,159,0,0,309,0,1023,1071,21,276,217,15,255,7,1,7,60,0,95,14,0,0,0,0,0,13,0,13,2,0,14,3,0,24,58,2,6,20,0,14,3,0,21,0,0,32,75,0,12,2,0,1,49,0,24,0,0,1,14,0,3,4,0,0,0,0,0,0,0,117
11/16/2020,21,0,0,38,3,84,118,4,109,45,3,100,61,1,8,148,8,143,1,4,99,0,0,14,2,0,7,38,0,25,1006,7,1038,0,0,1,558,23,724,705,10,333,264,14,247,67,0,15,7,0,10,0,0,0,11,0,4,9,0,0,75,0,0,5,0,32,0,0,32,2,0,0,5,0,6,41,1,47,46,0,134,75,2,13,101,2,32,0,1,4,0,0,4,3,0,0,17,0,77,0,1,14
11/17/2020,43,1,28,105,5,40,101,1,107,50,2,31,22,0,108,268,2,82,0,0,0,10,2,7,15,0,46,4,0,20,1037,4,874,0,0,13,648,23,797,652,41,361,206,5,47,90,1,27,2,0,9,4,0,2,25,0,4,38,0,20,33,0,10,6,0,35,41,1,47,15,0,10,6,0,3,17,0,5,63,1,29,33,1,14,46,0,35,0,0,5,19,0,36,20,0,0,6,0,0,1,0,15
11/18/2020,18,23,115,210,7,147,85,2,72,50,3,42,0,0,0,274,2,248,21,0,0,27,0,46,12,0,14,24,0,27,1148,8,852,54,0,0,365,4,777,495,18,388,480,27,357,153,2,43,69,1,85,21,1,10,33,0,7,39,0,16,73,1,0,2,1,9,17,0,5,14,1,0,2,1,1,96,0,17,46,0,11,73,1,6,7,1,9,3,0,3,4,0,2,5,1,0,4,0,0,75,0,98
11/19/2020,50,0,0,195,2,400,79,2,76,44,5,40,125,5,52,688,2,"1,002",7,0,63,40,1,46,23,1,0,18,1,8,1185,14,886,159,0,0,394,9,440,444,8,333,425,16,219,108,0,50,88,0,66,16,0,14,0,0,0,28,0,10,51,0,3,29,0,10,96,0,17,0,0,3,29,0,11,70,0,75,116,2,112,51,2,15,121,3,10,0,0,0,50,4,13,1,2,16,0,0,0,36,4,54
11/20/2020,21,0,0,218,3,120,79,1,71,71,2,43,44,0,0,176,5,198,0,0,0,45,0,41,10,0,27,11,2,13,1240,15,936,128,4,24,872,2,1026,509,7,400,379,25,316,68,2,62,61,2,54,39,4,22,13,0,21,34,0,31,4,0,7,6,0,54,70,0,75,48,0,7,6,2,12,76,2,21,105,0,91,4,0,23,144,0,54,0,0,0,10,0,10,13,0,0,0,0,0,69,0,3
11/21/2020,42,0,0,243,9,125,76,3,77,53,1,28,46,0,0,308,5,112,174,5,100,44,1,5,8,0,7,2,0,3,1579,16,1093,182,3,20,364,0,630,655,15,236,343,16,260,56,2,24,94,0,73,28,0,2,25,0,1,10,0,23,59,1,2,6,1,15,76,2,21,31,1,2,6,0,6,66,1,37,88,5,265,59,4,4,20,0,15,0,0,2,33,3,43,8,0,4,0,0,0,71,3,38
11/22/2020,18,0,0,229,7,359,74,3,70,57,1,33,46,0,56,171,5,177,273,2,242,29,1,35,9,0,5,14,1,26,1342,16,1075,122,0,8,372,1,693,477,20,623,295,24,301,77,4,9,103,1,61,10,0,30,14,2,7,16,0,32,61,2,15,9,2,19,66,1,37,48,2,15,9,0,10,49,1,39,97,4,173,61,1,20,22,2,19,5,0,0,10,0,0,3,0,0,0,0,0,46,1,53
11/23/2020,30,0,0,33,1,66,83,1,80,33,2,21,60,7,50,113,2,134,45,2,16,0,0,29,11,1,6,21,1,20,1009,17,1064,171,2,13,602,2,1013,1005,10,310,365,35,392,82,4,100,68,3,63,15,1,3,8,0,14,10,0,21,37,1,16,2,1,35,49,1,39,10,1,16,2,0,13,14,1,69,100,2,41,37,3,3,25,1,35,1,0,48,16,0,31,2,1,0,0,0,0,31,1,60
11/24/2020,6,0,0,58,0,113,81,2,77,47,4,40,67,4,8,138,3,88,28,0,44,41,1,7,15,0,5,21,2,15,1015,19,1060,144,7,6,299,4,428,928,13,300,354,31,157,84,6,40,111,1,105,14,0,9,1,0,1,31,0,60,81,0,15,2,0,33,14,1,69,89,0,15,2,0,1,65,0,31,95,0,88,81,0,11,25,3,33,2,0,0,0,0,0,3,1,5,100,0,0,76,1,27
11/25/2020,39,5,140,260,8,230,84,3,81,59,0,44,84,4,52,236,5,156,18,0,46,45,0,53,19,0,12,15,0,41,1273,17,1100,128,2,84,741,6,768,1008,9,362,402,34,281,150,3,144,95,3,66,10,2,33,42,1,9,24,0,54,55,0,1,2,0,28,65,0,31,48,0,1,2,0,217,52,1,65,37,2,34,55,4,12,79,0,28,0,0,0,53,0,66,3,0,0,39,0,0,79,0,24
11/26/2020,24,6,26,307,3,150,82,0,74,81,3,36,102,5,16,206,4,200,46,0,46,39,0,7,17,0,2,62,0,15,1064,14,1125,145,2,74,776,4,712,559,35,268,390,26,304,103,1,59,111,5,50,17,0,22,75,0,2,10,0,38,13,1,9,25,1,20,52,1,65,37,1,9,25,1,15,46,0,223,78,0,46,13,2,35,44,2,20,8,0,0,104,0,9,1,0,0,36,0,0,49,0,40
11/27/2020,21,1,4,239,3,148,92,4,86,49,3,37,157,7,95,261,8,190,26,4,54,46,1,19,20,0,11,31,1,25,1436,15,816,191,4,116,699,5,782,963,51,380,428,39,359,89,3,30,82,3,53,38,1,14,33,0,0,29,0,63,39,1,2,22,1,38,46,0,223,57,1,2,22,0,4,102,5,122,141,1,67,39,2,35,152,0,38,0,0,0,0,0,0,6,0,0,39,0,0,14,0,15
11/28/2020,11,1,0,186,5,110,93,5,91,38,3,45,125,3,96,170,9,262,67,0,40,47,0,9,18,1,23,5,4,21,1370,15,1245,234,2,160,367,5,862,1118,19,460,453,32,394,138,4,53,99,1,103,32,1,18,27,0,12,27,0,37,30,0,14,30,0,21,102,5,122,33,0,14,30,0,12,73,1,129,92,0,68,30,1,11,47,0,21,18,1,8,41,1,15,7,0,0,28,0,0,35,2,14
11/29/2020,27,4,28,273,1,135,88,3,78,41,1,47,56,3,13,173,6,196,14,0,12,46,0,38,12,0,23,13,0,19,1431,19,814,151,5,95,228,6,770,2036,73,760,412,29,287,139,1,50,109,1,56,24,1,9,52,0,1,27,0,62,31,0,13,7,0,23,73,1,129,31,0,13,7,0,7,62,3,2,113,1,60,31,1,9,18,3,23,19,1,1,108,0,16,2,0,0,8,0,0,4,2,1
11/30/2020,10,0,9,92,2,81,77,3,70,35,6,48,145,3,47,136,6,176,33,1,39,30,0,12,8,0,12,48,1,20,1099,19,915,262,5,145,741,11,703,899,23,1289,400,32,319,41,0,65,89,4,113,8,2,4,20,0,20,0,0,0,60,0,34,7,0,68,62,3,2,24,0,34,7,0,18,1,1,119,105,2,106,60,0,18,115,3,68,0,0,3,43,0,6,2,0,0,5,0,0,19,1,19
12/1/2020,9,6,14,57,9,141,86,2,83,67,6,77,116,7,42,163,2,292,32,0,0,50,0,46,34,1,23,30,1,23,1058,23,1024,154,5,51,878,13,714,730,7,476,430,31,373,110,1,68,109,3,54,18,1,36,33,2,29,33,0,55,12,0,11,3,0,52,1,1,119,58,0,11,3,0,15,91,0,104,147,3,91,12,0,37,36,0,52,0,0,0,0,0,5,3,0,10,80,3,30,76,1,45
12/2/2020,10,1,35,175,8,154,88,2,77,51,3,24,54,2,50,227,5,177,77,1,226,81,0,58,14,0,6,42,1,25,1166,23,1061,121,1,85,764,4,386,944,23,606,460,30,397,122,1,30,202,1,94,22,1,21,29,2,2,23,0,56,31,0,22,0,0,44,91,0,104,69,0,22,0,1,5,68,1,91,117,2,77,31,1,55,104,0,44,29,0,0,0,0,12,50,1,39,30,0,20,19,0,40
12/3/2020,44,0,6,191,9,150,86,4,80,77,5,69,54,7,55,179,4,161,56,0,0,94,2,22,30,1,9,43,3,30,1153,26,973,131,5,40,1648,21,253,767,16,325,564,25,344,189,1,77,230,5,125,12,1,51,26,2,5,24,0,59,72,0,6,2,0,27,68,1,91,30,0,6,2,0,14,77,2,104,136,1,47,72,4,24,88,2,27,18,0,5,1,0,0,25,1,0,"1,755",1,102,6,0,42
12/4/2020,14,6,2,209,9,185,79,2,81,88,5,133,81,3,29,155,2,161,86,0,144,55,0,0,81,0,9,71,0,35,1032,23,935,130,5,16,992,4,379,891,5,333,564,33,338,181,0,76,122,4,68,33,2,102,29,1,7,34,0,57,55,0,18,21,0,56,77,2,104,32,0,18,21,0,8,64,3,63,180,2,72,55,0,38,61,5,56,15,0,3,5,0,8,10,0,0,122,0,224,20,0,25
12/5/2020,15,5,7,161,8,175,78,1,77,58,4,53,65,6,80,114,4,202,113,4,71,113,0,23,26,2,23,2,0,0,1360,23,1011,143,3,70,1086,4,685,758,10,362,539,24,444,167,2,84,91,1,135,27,0,66,18,1,0,32,1,19,57,0,0,16,0,40,64,3,63,61,0,0,16,2,22,63,0,30,158,2,57,57,0,29,29,1,40,0,0,29,0,0,1,6,0,0,52,0,0,19,0,30
12/6/2020,38,0,118,139,6,334,87,3,84,52,8,53,55,1,92,225,3,192,45,5,29,19,2,1,42,0,30,19,1,40,1331,23,1055,134,5,53,1388,7,1125,528,38,142,572,34,383,224,2,83,110,2,74,14,1,31,25,1,3,0,0,0,54,0,4,3,0,55,63,0,30,120,0,4,3,0,3,58,3,2,174,0,30,54,1,62,105,0,55,91,1,1,47,0,4,5,0,0,19,0,0,2,0,45
12/7/2020,4,0,3,114,2,97,85,3,80,63,3,55,34,1,200,164,5,191,50,3,17,0,0,15,14,1,21,12,0,30,1466,24,934,133,4,37,1171,9,1065,594,8,286,545,34,441,99,1,59,102,2,313,25,2,13,58,1,0,31,1,31,56,0,1,2,0,18,58,3,2,46,0,1,2,0,4,36,0,50,345,4,101,56,0,14,78,2,18,0,0,9,46,0,0,6,0,6,48,0,25,7,1,3
12/8/2020,18,1,8,88,9,128,87,1,81,68,0,79,64,5,15,171,7,139,12,0,0,77,1,21,40,0,15,59,2,30,1194,21,1189,98,3,18,731,6,742,769,6,423,542,49,529,168,1,69,86,0,140,9,1,16,21,0,13,24,0,16,41,0,0,9,0,73,36,0,50,36,0,0,9,1,8,21,0,50,112,3,106,41,1,34,47,2,73,3,0,1,0,0,0,9,1,3,123,0,0,9,3,38
12/9/2020,6,0,3,125,3,230,80,1,74,40,2,46,80,3,67,235,6,181,72,0,29,70,0,6,22,1,12,90,3,21,1217,18,1064,166,4,82,908,16,546,735,37,158,718,38,358,198,1,218,139,5,97,57,1,22,27,2,7,57,0,40,61,5,113,8,5,71,21,0,50,31,5,113,8,0,5,75,0,12,157,0,104,61,1,14,57,2,71,24,3,64,39,7,25,0,0,0,59,0,2,56,1,49
12/10/2020,8,0,5,140,1,175,83,3,81,58,2,59,65,5,27,139,5,115,45,1,274,32,0,15,13,0,4,35,2,35,1180,18,1042,169,3,34,960,32,783,998,31,635,796,35,673,191,7,104,112,4,99,20,0,19,33,1,12,25,0,27,9,0,17,7,0,33,75,0,12,58,0,17,7,1,1,1,0,33,219,1,75,9,2,11,135,1,33,0,0,29,11,0,5,9,0,0,37,1,49,31,1,51
12/11/2020,20,7,11,63,5,168,82,2,76,65,3,75,62,4,21,149,3,181,59,0,121,39,3,33,28,0,55,60,3,39,1232,18,1206,192,2,62,1029,21,912,998,18,296,748,51,501,157,3,116,110,4,116,34,0,14,6,1,18,28,0,30,65,0,0,3,0,20,1,0,33,71,0,0,3,0,3,31,0,48,259,9,25,65,3,42,134,5,20,5,0,5,40,0,8,5,0,0,64,0,335,11,0,45
12/12/2020,29,1,14,85,1,124,87,1,81,76,6,57,66,6,103,178,4,225,79,3,170,63,1,63,39,0,15,11,1,26,951,17,928,204,2,43,1283,6,1003,992,25,371,769,41,529,227,1,99,69,2,95,37,1,28,22,2,19,28,0,23,44,0,0,10,0,26,31,0,48,85,0,0,10,0,5,40,1,6,226,6,82,44,1,27,78,1,26,11,0,21,71,1,7,12,0,0,52,0,39,37,0,43
12/13/2020,15,0,0,116,1,149,89,0,83,61,3,25,79,4,84,181,3,154,97,2,0,66,1,43,49,1,32,65,1,30,1298,16,1116,136,1,44,855,5,634,917,48,213,791,47,650,151,2,130,72,2,64,29,2,16,10,1,19,21,0,24,11,8,198,29,8,24,40,1,6,44,8,198,29,0,5,55,0,4,312,4,96,11,0,20,93,3,24,0,0,4,32,0,7,8,0,0,17,0,0,41,0,20
12/14/2020,4,2,53,54,4,61,87,4,82,48,4,48,78,12,23,78,3,167,20,0,6,0,0,0,13,0,27,8,1,23,1506,17,1472,138,1,30,600,15,853,979,16,975,713,41,530,111,1,57,77,0,102,47,0,4,1,0,0,11,0,0,46,0,2,3,0,36,55,0,4,88,0,2,3,0,1,2,0,51,295,3,92,46,0,35,87,1,36,15,0,6,0,0,7,9,0,34,31,0,0,6,1,35
12/15/2020,12,2,86,39,4,151,74,1,75,73,3,59,73,4,156,176,3,124,53,1,69,50,0,75,39,1,53,62,2,21,1117,22,1137,166,3,23,1256,8,1140,764,23,877,735,49,760,160,3,107,73,5,72,34,1,19,12,0,1,13,1,26,39,2,50,21,2,27,2,0,51,74,2,50,21,0,6,57,3,54,78,1,108,39,2,24,58,1,27,1,0,0,137,1,27,21,0,5,110,0,7,11,3,10
12/16/2020,8,0,6,175,1,205,79,0,78,64,5,29,78,8,116,153,4,223,82,0,18,23,0,19,41,3,31,50,1,30,1221,22,1140,176,1,71,1434,1,1020,421,24,859,755,47,537,218,3,70,145,2,146,33,0,10,41,2,36,34,0,24,57,0,3,10,0,75,57,3,54,95,0,3,10,0,19,94,0,51,447,2,120,57,1,19,173,1,75,20,1,6,100,0,0,12,0,0,43,0,0,14,0,30
12/17/2020,8,0,10,114,1,115,84,1,80,79,1,15,103,3,147,288,5,200,11,2,29,72,0,69,50,0,15,90,2,20,1690,20,1376,181,2,80,1277,11,898,620,30,289,855,39,582,224,2,60,132,2,101,31,1,19,43,0,16,37,0,12,39,0,95,27,0,21,94,0,51,79,0,95,27,0,13,29,1,66,333,4,106,39,2,11,121,1,21,12,0,27,190,0,24,8,0,0,26,4,39,15,0,14
12/18/2020,3,0,55,110,2,80,89,1,75,123,1,40,95,1,77,184,9,198,49,0,35,20,1,59,35,1,26,51,2,32,1587,19,1238,156,0,55,987,1,931,354,18,379,819,47,599,211,2,199,121,4,77,19,0,0,65,0,47,31,0,13,53,0,86,6,0,45,29,1,66,85,0,86,6,0,9,54,1,87,531,2,143,53,2,23,206,4,45,11,0,0,0,0,0,7,0,0,28,0,8,43,0,16
12/19/2020,12,0,6,135,5,123,86,2,81,89,3,38,95,5,50,372,4,183,0,0,69,34,0,31,32,1,37,28,2,38,1899,20,1103,180,6,5,1132,1,636,998,24,231,752,48,520,216,3,74,96,1,85,35,1,26,71,0,6,36,0,18,38,0,12,39,0,102,54,1,87,60,0,12,39,0,1,59,1,19,391,4,222,38,0,3,164,2,102,0,0,1,45,0,62,14,2,0,32,0,0,38,0,40
12/20/2020,4,1,15,127,5,155,82,4,83,84,5,36,112,2,46,121,2,127,154,0,11,35,1,9,53,1,21,80,0,30,1592,19,1878,194,0,28,1052,1,1186,878,73,172,724,60,794,210,8,203,99,4,91,23,0,10,29,2,29,23,0,16,73,1,42,18,1,47,59,1,19,119,1,42,18,0,22,72,1,5,489,5,80,73,2,30,157,5,47,3,0,4,64,0,13,62,0,0,17,0,0,11,0,28
12/21/2020,18,0,2,122,5,85,90,2,84,66,2,93,132,0,12,76,4,100,33,2,56,19,0,74,21,0,40,156,0,40,1466,15,1371,190,7,24,716,4,630,997,84,451,837,44,610,186,7,176,135,1,118,57,2,1,13,2,8,0,0,0,26,1,67,10,1,96,72,1,5,99,1,67,10,0,0,6,0,57,559,7,241,26,1,2,99,5,96,0,0,3,21,0,14,54,0,0,32,0,100,43,0,21
12/22/2020,29,0,11,48,10,48,73,5,76,94,2,31,73,1,48,116,1,167,45,0,73,36,0,44,33,1,29,80,2,50,1311,14,1379,239,0,22,925,3,771,895,45,572,706,49,594,242,9,147,117,1,166,39,2,36,86,1,13,19,1,23,33,3,11,12,3,71,6,0,57,44,3,11,12,0,9,59,3,85,539,5,765,33,1,5,31,0,71,47,1,3,10,0,189,5,1,1,33,0,50,8,0,10
12/23/2020,30,2,7,160,5,211,76,4,87,109,3,138,111,1,24,96,3,203,17,1,108,39,2,8,50,0,5,171,1,50,1954,15,1450,185,6,16,903,2,955,912,31,531,834,50,660,219,0,43,122,2,95,22,1,23,52,1,88,22,0,24,54,1,21,30,1,102,59,3,85,87,1,21,30,1,5,38,3,91,524,1,606,54,1,38,67,2,102,50,2,0,16,0,18,8,0,11,28,0,43,31,1,12
12/24/2020,14,0,17,100,0,114,80,5,81,81,4,52,78,1,95,214,4,112,78,0,43,38,0,42,68,0,22,51,2,52,1933,16,1347,154,0,180,702,10,492,891,53,421,734,46,572,253,8,165,123,3,127,42,1,35,37,0,11,26,0,24,45,3,96,63,3,33,38,3,91,43,3,96,63,3,15,69,0,29,520,4,505,45,3,17,103,2,33,30,2,9,42,1,20,9,0,2,41,0,0,32,0,15
12/25/2020,15,0,1,100,1,112,75,1,79,89,6,36,65,4,51,79,7,280,15,2,50,28,0,41,79,2,54,75,2,46,2096,21,1733,166,5,37,903,0,725,911,91,1031,822,78,520,256,12,155,112,5,105,24,1,5,16,0,31,22,0,23,39,3,63,7,3,32,69,0,29,90,3,63,7,0,2,35,1,23,411,2,327,39,1,19,65,1,32,64,0,7,36,0,22,4,0,0,22,0,300,42,0,7
12/26/2020,19,1,6,75,2,90,75,0,74,81,3,67,65,3,108,93,8,192,8,1,12,0,1,53,54,1,16,54,1,60,2058,14,2558,241,2,25,601,0,678,871,20,381,803,58,661,274,6,100,96,4,104,32,1,18,0,1,1,0,0,0,42,0,10,15,0,0,35,1,23,56,0,10,15,1,31,4,0,0,547,4,504,42,1,14,43,1,0,44,0,1,34,0,19,3,0,0,51,0,200,15,0,62
12/27/2020,13,0,0,60,4,72,78,2,80,95,4,69,91,4,99,117,2,186,33,3,75,20,0,35,75,1,64,22,1,40,1997,22,1832,150,0,44,892,43,1172,785,80,601,738,48,592,183,3,149,66,3,98,16,4,25,29,0,4,17,0,21,54,6,31,24,6,99,4,0,0,91,6,31,24,1,11,26,0,1,262,3,942,54,1,10,69,3,99,0,0,38,33,0,4,3,0,22,92,0,200,14,0,10
12/28/2020,16,0,16,16,0,23,82,2,83,78,2,93,78,5,73,81,4,171,22,3,46,11,0,39,61,0,43,31,2,27,1678,21,1700,120,3,21,403,0,832,977,84,668,784,54,693,210,4,107,138,4,131,53,0,5,17,1,3,0,0,0,41,0,0,9,0,65,26,0,1,202,0,0,9,1,1,4,3,112,337,4,695,41,2,16,79,3,65,73,0,3,43,6,120,8,0,3,26,0,0,3,0,17
12/29/2020,9,0,4,83,7,115,85,1,82,84,1,89,102,4,92,116,3,318,35,0,43,30,2,36,54,1,38,60,0,50,2056,18,1007,121,5,101,1329,2,1158,1056,91,794,789,64,793,282,10,295,172,2,141,11,0,39,30,0,7,22,1,24,81,4,97,19,4,110,4,3,112,166,4,97,19,1,11,15,11,44,568,3,512,81,0,45,56,4,110,12,0,16,10,2,46,6,2,202,46,0,58,5,0,19
12/30/2020,6,0,2,125,1,150,89,4,84,110,4,46,64,6,87,141,4,112,27,0,62,35,1,50,90,1,34,109,2,60,2053,21,1574,172,7,6,1233,2,1208,951,79,439,896,61,911,296,11,338,157,9,107,65,1,60,53,4,69,15,0,37,169,1,203,18,1,126,15,11,44,56,1,203,18,0,6,63,2,94,538,8,421,169,0,13,34,4,126,7,0,20,0,0,0,6,0,42,31,0,150,5,0,29
12/31/2020,4,0,9,117,2,132,83,0,82,92,1,50,85,5,140,110,3,77,19,0,8,35,0,46,55,1,55,2,1,30,2022,21,1970,269,0,82,1024,11,1227,939,61,542,935,65,757,257,0,119,179,4,99,65,2,49,26,2,2,25,0,33,195,1,27,27,1,72,63,2,94,54,1,27,27,0,10,38,2,91,479,1,955,195,0,45,88,1,72,146,3,25,29,0,22,11,0,2,55,1,100,33,0,31
1/1/2021,7,0,10,147,1,153,84,2,89,74,2,106,80,3,197,147,3,144,19,1,98,36,0,36,80,1,40,100,1,35,1956,20,1649,287,1,16,1504,3,1210,897,38,570,887,73,803,233,13,112,101,1,93,60,4,20,14,0,1,18,0,60,65,1,118,13,1,71,38,2,91,35,1,118,13,2,1,79,0,51,550,5,505,65,2,104,53,0,71,25,0,16,32,0,26,2,1,0,11,1,123,16,1,4
1/2/2021,8,0,7,38,1,44,86,2,82,45,2,78,115,0,6,68,6,128,13,0,20,33,1,35,60,0,36,20,1,50,1894,26,2267,246,6,77,1167,1,916,971,86,924,723,59,799,291,2,216,165,5,128,59,2,31,35,0,3,0,0,0,66,0,48,6,0,87,79,0,51,50,0,48,6,0,1,33,2,11,590,2,847,66,1,33,60,12,87,0,0,30,18,2,33,9,0,8,23,0,109,17,1,33
1/3/2021,2,0,0,61,2,74,89,0,84,53,0,81,81,3,42,81,5,156,63,0,54,26,0,33,60,0,54,17,1,60,1658,10,1681,136,2,27,1232,2,1117,928,63,474,599,50,618,218,13,221,119,2,78,21,0,8,19,3,61,24,0,52,67,2,13,24,2,19,33,2,11,114,2,13,24,0,13,34,2,0,595,6,644,67,3,31,81,0,19,1,0,35,9,0,33,5,0,0,27,1,211,15,0,52
1/4/2021,5,0,10,24,4,33,92,1,88,54,0,65,62,7,96,110,2,96,30,2,54,14,1,20,50,3,45,40,0,75,1832,21,2507,158,5,22,1079,2,1044,1037,38,1034,709,56,612,146,2,133,118,7,131,43,2,27,4,1,14,0,0,0,52,1,82,22,1,33,34,2,0,166,1,82,22,2,0,17,1,54,510,2,305,52,3,77,58,0,33,13,0,16,6,4,23,9,1,0,36,1,124,11,0,37
1/5/2021,8,0,2,72,8,67,86,2,83,66,5,55,82,5,66,160,2,92,25,0,58,20,0,53,51,3,88,72,0,50,1824,19,1341,164,2,44,1100,8,1083,996,53,1549,727,54,579,297,3,45,167,2,110,13,2,64,57,2,15,29,1,26,94,0,23,4,0,10,17,1,54,89,0,23,4,1,4,30,2,33,639,6,355,94,3,52,35,1,10,8,0,33,35,1,60,22,0,2,67,0,102,31,0,19
