Tanggal,Nangroe Aceh Darussalam,,,Sumatera Barat,,,Sumatera Utara,,,Sumatera Selatan,,,Lampung,,,Riau,,,Kepulauan Riau,,,Jambi,,,Kepulauan Bangka Belitung,,,Bengkulu,,,DKI Jakarta,,,Banten,,,Jawa Barat,,,Jawa Tengah,,,Jawa Timur,,,Daerah Istimewah Yogyakarta,,,Bali,,,Nusa Tenggara Barat,,,Nusa Tenggara Timur,,,Kalimantan Barat,,,Kalimantan Selatan,,,Kalimantan Tengah,,,Kalimantan Timur,,,Kalimantan Utara,,,Sulawesi Barat,,,Sulawesi Tenggara,,,Sulawesi Selatan,,,Sulawesi Tengah,,,Sulawesi Utara,,,Gorontalo,,,Maluku,,,Maluku Utara,,,Papua,,,Papua Barat,,
,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh
10/3/2021,33,10,103,17,1,31,45,3,154,5,0,35,25,2,8,37,3,80,12,0,10,15,0,8,33,2,71,4,0,1,127,5,88,50,0,22,97,3,229,46,5,201,115,10,190,56,4,108,71,3,125,8,0,24,37,1,49,50,1,52,17,0,14,8,0,5,49,2,127,40,0,14,8,0,11,7,0,0,54,1,136,17,0,42,5,0,5,1,0,8,2,0,2,3,0,0,22,0,0,12,0,4
10/4/2021,23,8,87,6,0,121,36,1,124,5,0,24,19,6,44,28,1,91,10,0,41,5,3,29,24,4,56,4,0,2,149,1,171,18,1,32,74,7,474,86,7,305,62,8,202,44,5,109,52,7,95,11,2,26,35,1,69,13,0,64,45,0,5,7,0,31,37,5,106,14,0,5,7,0,24,4,0,33,28,7,24,45,3,160,10,0,31,0,0,9,1,0,2,1,0,4,35,6,6,4,0,7
10/5/2021,47,7,113,36,1,75,80,0,141,22,1,28,39,0,37,38,7,54,12,0,1,10,1,30,52,2,197,5,3,3,72,3,149,39,0,122,105,3,273,91,14,167,139,6,206,50,2,114,79,4,136,10,1,19,59,2,48,53,2,42,56,0,23,13,0,43,73,2,108,54,0,23,13,1,25,3,0,20,47,0,130,56,1,75,23,0,43,1,0,11,1,0,11,2,0,18,25,9,9,21,0,12
10/6/2021,35,10,141,36,1,39,62,4,99,11,1,38,24,3,75,50,0,80,14,0,44,14,0,11,64,3,60,3,0,4,203,2,164,33,1,37,104,4,159,166,9,150,158,7,197,45,4,108,60,3,92,12,2,16,43,0,48,36,0,41,47,7,733,6,7,26,54,0,123,13,7,733,6,0,18,3,0,26,57,2,131,47,1,44,36,1,26,2,1,36,3,0,7,4,0,15,12,9,9,34,0,8
10/7/2021,28,11,195,57,0,43,45,2,93,7,0,29,32,1,16,23,1,32,13,0,5,9,0,17,36,2,66,5,0,1,149,1,115,41,0,25,106,7,118,159,8,144,122,15,188,33,1,83,60,4,115,12,0,11,43,1,98,46,0,51,38,4,79,8,4,44,81,5,81,54,4,79,8,1,18,6,1,19,44,0,46,38,1,67,27,1,44,1,0,14,4,0,4,8,0,6,31,9,9,21,0,3
10/8/2021,43,9,273,16,1,29,59,5,146,22,1,25,28,4,52,26,0,82,16,2,44,6,0,8,46,1,84,6,1,16,150,0,209,39,0,120,107,1,133,144,10,137,119,7,169,37,1,73,61,2,86,7,0,14,39,2,71,20,0,42,21,1,"1,110",35,1,46,60,3,90,47,1,"1,110",35,0,20,1,0,35,31,0,83,21,4,47,88,1,46,2,0,2,1,0,15,9,0,3,15,10,173,32,0,1
10/9/2021,17,6,70,14,1,56,50,0,76,10,2,16,22,0,32,32,6,51,13,2,1,8,0,19,33,0,75,3,0,12,100,2,84,37,0,52,117,1,123,145,6,94,117,8,159,43,2,94,38,5,64,16,1,29,48,1,39,46,1,39,29,1,99,16,1,16,35,4,56,49,1,99,16,0,6,0,0,8,57,1,39,29,0,50,12,0,16,0,0,0,4,0,7,5,0,2,23,0,0,1,0,9
10/10/2021,23,6,43,4,1,16,34,0,67,4,1,17,15,0,0,15,1,38,5,0,46,5,0,31,26,3,44,2,0,0,140,4,69,13,0,38,63,2,93,83,5,79,128,3,150,36,2,75,36,1,64,8,0,22,26,2,34,40,1,47,19,0,63,8,0,17,46,4,80,30,0,63,8,0,7,2,0,12,26,1,90,19,2,44,11,0,17,2,0,0,2,0,0,7,0,1,6,0,0,2,0,3
10/11/2021,9,1,121,1,5,63,24,1,121,4,0,21,14,1,17,30,0,50,7,0,57,3,0,20,15,3,41,1,0,1,41,2,309,17,0,24,69,5,145,97,15,159,47,8,125,18,6,78,37,7,85,15,2,26,10,2,37,14,0,33,12,0,24,12,0,108,28,3,75,24,0,24,12,2,8,2,0,16,24,0,72,12,0,42,12,1,108,1,1,0,1,0,41,0,0,21,16,0,24,0,0,9
10/12/2021,22,2,70,25,2,54,43,1,85,6,1,10,24,2,35,32,1,33,13,0,38,6,1,22,30,1,60,1,0,6,143,1,339,24,0,29,127,2,165,151,7,135,160,9,157,33,3,81,46,1,92,9,0,10,74,0,43,36,1,37,31,1,83,2,1,23,50,0,49,35,1,83,2,0,33,3,0,25,61,4,170,31,2,45,20,0,23,3,0,1,1,0,12,6,0,14,17,1,41,1,0,1
10/13/2021,24,4,54,19,0,28,55,1,45,8,2,13,25,3,7,19,2,38,8,0,12,1,1,12,47,2,42,2,0,3,278,0,203,34,2,13,93,1,224,116,9,626,121,6,143,43,2,88,49,2,67,11,0,29,23,2,35,48,0,31,25,0,43,6,0,41,25,5,82,24,0,43,6,0,39,3,0,18,60,0,65,25,1,88,14,1,41,2,0,0,3,0,10,5,0,1,21,0,0,3,0,7
10/14/2021,8,2,46,7,0,16,46,6,190,10,0,32,16,1,39,40,1,24,8,0,39,2,1,18,38,2,39,2,0,1,113,0,95,34,0,18,102,0,125,156,7,138,86,3,122,34,1,84,42,2,88,10,1,5,44,0,30,37,1,28,31,0,33,5,0,114,47,4,59,26,0,33,5,0,8,2,0,9,49,3,107,31,0,54,16,0,114,3,0,0,1,0,8,1,0,12,17,0,0,4,0,4
10/15/2021,24,3,63,10,0,23,40,1,80,15,0,22,19,2,9,31,1,38,6,0,3,8,0,15,33,1,53,0,0,8,124,0,64,26,1,18,85,1,100,86,4,130,81,5,132,32,6,87,42,4,62,10,0,7,11,0,51,42,0,31,18,1,18,2,1,25,30,2,81,24,1,18,2,0,13,1,1,1,32,0,107,18,0,49,13,1,25,1,0,3,0,1,6,1,0,0,31,0,0,7,0,5
10/16/2021,28,4,68,8,0,48,32,0,62,8,0,3,10,4,33,23,3,51,10,1,23,5,0,12,33,2,74,10,0,0,154,1,217,25,0,142,108,1,78,114,9,93,100,11,127,28,0,62,32,4,50,13,0,7,31,0,44,50,0,33,8,0,10,1,0,7,40,0,43,31,0,10,1,0,4,6,0,1,30,0,108,8,1,42,10,0,7,3,0,0,0,0,1,3,1,3,24,0,4,1,0,16
10/17/2021,16,1,19,12,0,32,25,2,51,11,1,7,15,0,0,17,1,21,5,0,26,8,1,38,8,0,37,2,1,4,131,0,130,20,1,28,70,0,82,87,2,110,60,4,88,15,0,56,32,0,29,10,0,4,32,0,20,29,0,31,3,0,99,0,0,18,20,4,70,23,0,99,0,0,16,1,0,1,37,0,11,3,1,13,1,1,18,11,0,0,1,0,5,0,0,4,9,0,0,1,0,0
10/18/2021,14,0,50,11,1,87,35,1,49,4,0,9,12,2,40,6,1,28,2,0,21,0,1,39,9,2,36,2,0,1,107,1,149,17,0,15,67,2,150,63,9,205,43,8,92,15,0,60,21,5,58,1,0,4,25,1,49,26,1,43,13,5,9,0,5,8,19,4,57,9,5,9,0,0,14,26,0,16,48,1,154,13,0,52,3,0,8,0,0,0,1,0,7,0,0,3,4,1,50,10,0,4
10/19/2021,18,2,85,17,0,23,30,1,60,7,1,5,10,1,23,35,1,25,1,0,10,4,0,33,15,1,43,0,0,0,106,0,122,26,1,17,105,3,264,99,9,114,95,6,103,20,1,51,54,2,53,10,1,9,30,3,35,42,0,39,16,5,30,3,5,7,35,4,59,10,5,30,3,0,29,4,0,25,48,0,135,16,2,43,14,1,7,6,0,3,0,1,9,1,0,5,11,0,3,1,1,12
10/20/2021,11,1,82,11,1,19,38,2,39,4,0,9,10,1,34,16,1,14,9,0,19,11,0,39,24,2,25,1,1,5,103,0,131,22,1,129,122,3,119,83,2,61,93,6,90,35,2,51,33,0,33,14,0,3,17,0,27,84,0,42,18,1,5,1,1,7,26,2,42,21,1,5,1,0,11,0,0,5,39,1,95,18,0,18,19,0,7,1,0,0,1,0,2,5,0,1,10,0,0,4,1,31
10/21/2021,5,4,23,4,0,16,13,0,29,6,1,14,3,1,13,14,2,31,3,0,11,2,1,8,6,1,20,2,0,1,89,1,151,19,0,67,42,2,213,88,15,110,64,7,91,12,0,36,29,1,53,8,0,10,12,2,72,74,0,26,12,0,25,1,0,21,27,0,55,28,0,25,1,1,23,3,1,3,21,0,162,12,2,33,2,0,21,1,0,0,3,0,7,4,0,0,7,0,9,5,0,1
10/22/2021,19,2,25,16,0,15,28,2,36,8,1,16,5,0,35,20,0,28,2,0,9,5,0,16,24,2,39,0,0,0,83,0,83,17,1,25,133,5,174,89,8,158,63,3,96,26,2,39,33,1,55,4,1,13,21,0,43,21,0,38,17,0,24,0,0,8,32,3,44,15,0,24,0,0,9,1,0,6,30,0,129,17,2,32,12,0,8,6,0,0,0,0,4,0,0,5,6,0,7,3,0,2
10/23/2021,11,2,14,9,0,4,34,1,20,11,0,11,10,1,2,9,0,25,1,0,11,0,0,4,9,0,23,1,0,3,116,2,174,26,0,19,72,0,71,150,2,114,74,5,61,30,2,59,23,3,39,6,0,2,20,1,24,30,2,42,34,0,6,2,0,28,34,0,47,14,0,6,2,0,0,5,0,2,32,1,202,34,0,36,1,0,28,1,0,3,3,0,0,2,0,0,8,0,0,3,0,0
10/24/2021,10,2,23,9,1,8,19,3,47,7,2,4,1,1,8,12,1,37,1,0,8,4,0,1,12,1,30,0,0,0,131,1,128,18,0,149,77,2,50,57,5,141,54,2,71,25,1,36,21,0,27,5,0,8,9,0,13,50,0,48,9,0,44,1,0,22,23,4,37,18,0,44,1,0,6,0,0,2,18,0,57,9,1,15,8,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
10/25/2021,6,1,9,17,1,61,14,1,40,6,1,6,2,1,29,16,0,34,2,0,8,1,0,12,7,1,24,1,0,0,82,1,166,13,0,12,68,2,163,44,10,113,35,7,69,13,1,23,14,1,47,4,0,45,10,0,28,11,0,38,15,0,149,0,0,13,13,2,46,26,0,149,0,0,7,1,0,2,18,0,36,15,0,31,1,0,13,6,0,0,1,0,2,2,0,1,7,0,0,0,0,1
10/26/2021,5,2,16,9,0,11,24,0,31,4,2,73,11,2,56,20,0,22,1,0,0,2,0,15,10,2,19,0,0,0,37,1,173,21,1,50,78,1,65,91,8,104,51,7,72,32,0,40,23,3,33,2,0,23,20,1,38,41,0,44,12,2,15,3,2,10,24,1,30,5,2,15,3,1,2,1,0,1,22,0,44,12,1,3,3,0,10,21,0,14,0,0,2,7,0,8,12,0,0,5,0,84
10/27/2021,5,2,12,4,0,8,12,0,57,9,0,8,13,2,34,17,1,20,6,0,8,2,0,4,11,2,17,1,0,6,105,1,145,29,0,12,85,3,91,118,6,84,90,6,96,27,1,34,14,0,23,6,0,11,21,0,38,21,0,36,12,0,44,2,0,24,21,1,26,15,0,44,2,0,2,0,1,2,33,0,38,12,0,22,6,0,24,8,0,19,0,0,0,4,0,4,9,0,2,1,0,5
10/28/2021,6,2,14,2,1,23,11,1,34,10,0,9,14,2,136,16,1,10,4,0,12,2,0,2,15,3,21,2,0,0,131,1,79,16,0,7,111,5,97,88,6,76,71,5,72,30,2,40,24,0,50,12,0,4,30,1,46,18,0,41,25,0,12,4,0,1,17,2,24,8,0,12,4,0,0,2,0,0,21,1,36,25,1,15,9,0,1,2,0,0,1,0,0,0,0,8,6,0,86,0,0,1
10/29/2021,4,1,16,8,0,11,9,2,30,2,0,18,11,1,14,10,1,26,4,1,5,0,0,3,17,2,18,1,0,1,96,0,61,29,0,19,157,2,85,73,8,88,54,5,58,38,1,19,29,1,39,5,0,12,21,0,20,25,0,46,3,0,4,4,0,9,22,1,17,5,0,4,4,0,0,1,0,2,7,0,3,3,2,18,5,0,9,1,0,0,2,0,0,4,0,8,20,0,0,2,0,0
10/30/2021,4,1,19,8,0,7,19,2,11,3,0,7,6,1,7,10,2,11,2,0,2,1,0,1,14,1,21,3,0,3,96,1,144,18,0,27,142,0,35,65,5,62,81,6,70,32,1,26,25,1,28,3,1,9,15,2,18,11,0,38,5,0,25,0,0,17,12,0,0,4,0,25,0,0,4,1,0,0,11,0,47,5,1,10,7,0,17,0,0,1,1,0,0,4,0,0,3,0,0,0,0,1
10/31/2021,7,2,18,3,0,6,5,0,22,2,0,4,4,0,5,2,0,12,0,0,4,1,0,4,7,0,10,0,0,0,113,1,78,28,1,14,100,1,53,54,4,50,57,3,64,20,0,21,25,3,18,2,0,9,8,0,12,26,0,31,9,0,0,0,0,2,11,0,17,10,0,0,0,0,1,1,0,0,9,0,15,9,0,5,5,0,2,0,0,0,0,0,0,2,0,0,6,0,0,0,1,1
11/1/2021,2,0,12,2,0,18,9,0,105,0,0,5,1,3,26,5,0,17,0,0,1,0,0,3,5,1,20,0,0,0,83,0,45,10,0,10,46,1,99,65,7,74,38,1,57,13,1,17,19,0,48,1,0,4,16,1,27,5,0,24,12,0,42,1,0,7,18,0,17,10,0,42,1,0,1,0,0,13,10,0,26,12,1,19,4,0,7,0,0,2,1,0,0,0,0,1,4,1,6,10,0,6
11/2/2021,13,2,14,5,1,14,18,0,40,3,0,9,12,4,16,11,2,6,1,0,0,2,0,2,18,0,18,7,0,0,77,0,124,28,0,50,75,6,56,65,7,100,74,3,69,29,1,29,17,0,22,7,0,2,12,2,12,10,1,21,3,1,4,4,1,143,24,1,34,30,1,4,4,1,1,2,0,5,16,1,55,3,0,10,2,1,143,0,0,0,0,0,1,5,0,0,7,0,3,35,0,1
11/3/2021,3,1,12,6,1,6,14,0,19,2,0,1,2,1,7,8,1,14,8,0,5,1,0,0,16,0,18,1,0,0,132,1,152,23,0,14,175,2,69,80,1,79,65,8,72,89,1,28,26,1,24,1,0,4,22,1,21,21,0,18,10,0,24,3,0,23,19,0,21,12,0,24,3,0,0,1,0,2,20,0,33,10,0,13,8,1,23,0,0,2,0,1,1,0,0,0,7,0,116,18,0,3
11/4/2021,6,1,12,1,0,28,9,0,21,4,0,3,2,1,48,11,1,14,2,0,3,0,0,0,15,1,6,0,1,2,111,1,51,23,0,14,161,1,133,52,3,224,59,6,55,48,1,25,19,2,18,2,0,8,18,0,30,8,0,19,7,0,8,2,0,10,17,0,30,2,0,8,2,0,0,9,0,0,16,0,30,7,1,13,2,0,10,0,0,0,0,0,0,0,0,1,3,0,0,7,0,0
11/5/2021,6,1,13,1,0,6,7,1,17,1,0,9,3,0,6,7,2,23,1,0,2,0,0,2,14,0,10,0,0,32,119,1,35,18,0,32,92,2,65,57,5,80,46,3,61,39,0,25,9,1,17,2,0,2,16,0,12,9,0,15,11,1,125,5,1,4,9,0,26,7,1,125,5,0,0,0,0,13,10,1,24,11,0,5,3,1,4,0,0,0,0,0,0,1,0,1,5,0,0,11,0,6
11/6/2021,8,1,10,7,2,14,7,0,32,2,0,5,1,0,2,5,1,5,0,0,2,3,0,1,8,0,16,0,0,0,68,1,257,20,0,18,53,0,16,51,3,39,47,3,51,26,1,25,14,1,27,2,0,2,14,0,20,10,0,16,2,0,0,0,0,0,14,0,20,2,0,0,0,0,1,0,0,6,7,1,20,2,0,6,7,0,0,1,0,1,0,0,2,2,0,0,8,0,0,7,0,2
11/7/2021,2,1,6,1,1,4,7,0,8,0,0,0,3,1,13,4,0,16,1,0,0,0,0,12,10,1,10,0,0,0,117,0,112,11,0,8,99,0,107,37,1,35,32,3,41,25,0,33,11,1,13,5,0,3,6,0,6,7,0,12,6,0,18,0,0,67,12,0,15,3,0,18,0,0,0,2,0,0,10,0,1,6,0,25,1,2,67,0,0,2,2,0,0,1,0,1,1,0,0,20,0,1
11/8/2021,4,0,7,5,0,4,4,1,32,6,1,4,2,0,29,3,0,12,0,0,1,0,0,1,4,0,11,0,0,0,29,0,79,23,0,4,22,1,111,23,4,77,30,1,54,33,0,20,8,1,33,1,1,9,5,0,6,5,0,13,3,1,631,0,1,33,3,0,29,9,1,631,0,0,3,0,0,1,11,0,42,3,0,27,0,0,33,0,0,5,0,0,4,0,0,0,3,0,0,5,1,0
11/9/2021,5,1,12,1,1,4,9,0,14,5,0,2,7,1,6,5,0,15,2,0,2,5,0,5,11,0,17,0,0,0,94,0,147,17,0,9,62,1,71,39,4,77,48,7,66,15,1,33,21,1,10,1,0,0,15,2,21,12,0,10,1,0,1,3,0,3,12,0,16,2,0,1,3,0,0,1,0,0,17,0,13,1,1,8,2,1,3,0,0,0,1,0,2,1,0,17,5,0,1,13,0,2
11/10/2021,3,1,6,4,0,5,9,0,16,3,0,3,2,3,14,2,1,3,2,0,9,2,0,0,5,0,20,0,0,2,95,0,59,9,0,10,77,2,50,58,0,73,65,3,76,59,1,23,9,0,15,3,0,0,8,1,30,7,0,9,6,0,9,0,0,6,11,0,19,5,0,9,0,0,7,0,0,1,10,0,12,6,1,7,4,0,6,0,0,47,0,0,0,1,0,0,2,0,0,10,1,0
11/11/2021,2,2,7,3,0,5,7,0,18,3,0,1,3,2,17,2,0,4,1,0,2,0,0,3,4,0,12,0,0,1,107,1,42,20,0,54,49,1,30,73,4,81,42,3,55,34,1,20,4,0,17,2,0,4,10,0,15,24,0,10,3,1,5,4,1,5,4,0,16,4,1,5,4,0,2,2,0,0,9,0,24,3,0,5,2,0,5,0,0,0,0,0,2,0,0,0,6,0,0,9,0,3
11/12/2021,4,0,11,2,0,29,11,0,5,6,0,3,2,2,1,1,0,11,2,0,0,0,0,1,4,1,9,0,0,1,71,0,187,16,0,13,60,1,80,40,3,42,33,4,44,28,1,20,16,1,16,5,0,13,14,0,14,15,0,11,3,0,10,1,0,1,13,0,9,0,0,10,1,0,1,0,0,0,5,0,4,3,0,6,6,6,1,1,0,0,1,0,0,2,0,0,16,0,0,13,0,0
11/13/2021,4,0,8,7,0,3,12,0,11,0,0,2,6,1,33,4,0,6,0,0,3,0,0,1,11,1,8,1,0,2,54,0,97,7,0,5,49,2,67,49,3,18,49,1,50,22,1,34,4,3,1,3,0,0,6,0,19,12,0,15,2,2,12,0,2,10,7,0,17,8,2,12,0,0,3,1,0,1,8,0,6,2,0,0,3,1,10,1,0,0,6,0,2,1,0,2,10,0,0,5,0,1
11/14/2021,5,0,3,3,1,7,8,0,22,2,0,3,4,1,6,0,0,9,0,0,0,2,0,0,12,0,13,1,0,0,92,1,109,4,0,10,25,2,36,30,2,39,28,2,60,16,1,49,9,0,9,3,0,5,3,0,3,26,1,12,8,1,12,0,1,32,22,0,15,2,1,12,0,0,2,0,0,2,11,0,19,8,1,8,2,0,32,0,0,0,0,0,0,0,0,0,2,0,0,15,0,3
11/15/2021,1,0,5,0,0,4,5,0,19,0,1,12,4,2,24,0,0,7,3,0,0,0,0,1,1,0,4,1,0,0,36,1,76,9,0,13,27,0,289,27,3,59,26,1,48,10,0,35,6,0,0,1,0,2,6,0,10,18,0,11,3,1,6,0,1,15,11,0,18,1,1,6,0,0,3,3,0,0,3,0,13,3,1,5,1,0,15,0,0,0,0,0,0,0,0,5,8,0,0,5,0,0
11/16/2021,5,0,11,2,0,2,5,0,6,5,0,3,5,2,6,3,0,4,0,1,0,1,0,3,20,0,11,0,0,5,79,0,106,6,0,17,50,3,96,26,4,102,35,1,45,37,2,35,4,1,0,0,0,2,7,0,12,10,1,19,2,0,0,0,0,6,10,0,28,1,0,0,0,0,1,0,0,0,7,0,4,2,0,2,3,0,6,0,0,0,0,0,0,1,0,0,3,0,0,12,0,0
11/17/2021,4,0,4,7,0,0,5,0,13,2,0,4,2,1,2,3,0,4,1,0,0,1,0,1,11,1,2,0,0,4,130,1,172,11,0,1,160,2,69,38,4,52,44,1,34,25,2,27,17,0,0,1,0,1,10,0,13,17,0,13,4,0,15,1,0,0,7,0,19,4,0,15,1,0,0,0,0,0,2,1,10,4,0,3,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,7,0,4
11/18/2021,3,0,5,2,0,4,4,0,18,4,0,3,5,1,1,2,0,5,1,1,5,1,0,0,10,0,9,0,0,0,100,1,136,2,0,16,56,2,61,25,2,66,21,1,33,31,1,36,5,0,0,1,0,1,59,1,9,14,0,14,7,0,5,2,0,3,6,0,21,1,0,5,2,1,0,2,0,7,8,0,13,7,0,5,3,0,3,2,0,1,2,0,0,0,0,0,3,0,0,11,0,0
11/19/2021,3,0,5,0,0,3,1,0,7,0,0,4,1,0,0,4,0,4,0,0,4,1,0,0,8,0,7,0,0,0,97,2,104,5,0,14,68,2,205,34,0,33,28,1,33,16,0,24,5,0,0,5,0,0,11,0,16,38,0,16,4,0,1,1,0,8,6,0,13,2,0,1,1,0,0,3,0,1,4,0,9,4,0,3,1,0,8,0,0,0,1,0,0,1,0,1,3,0,0,6,0,4
11/20/2021,4,0,5,1,0,5,6,0,26,2,0,4,7,1,9,9,0,2,0,0,0,1,0,0,12,1,4,0,0,0,114,1,154,6,0,19,43,0,19,55,5,33,27,1,34,10,0,17,3,0,0,1,1,6,10,3,5,36,1,14,7,0,0,1,0,5,8,0,8,1,0,0,1,0,1,0,0,0,5,0,2,7,0,4,7,0,5,1,0,0,0,0,0,1,0,0,4,0,0,5,0,2
11/21/2021,1,0,2,0,0,6,2,0,5,0,0,5,8,1,33,12,1,6,0,0,0,1,0,0,4,0,7,0,0,0,111,0,121,9,0,8,36,2,24,20,2,28,22,3,20,11,0,18,6,1,0,1,0,2,35,0,4,11,0,13,1,0,0,0,0,1,7,0,2,0,0,0,0,0,5,2,0,0,3,0,5,1,0,9,2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,5,0,0
11/22/2021,1,0,2,0,0,4,1,0,15,0,0,1,1,1,3,12,0,1,2,0,3,2,0,1,7,0,10,0,0,0,26,0,51,3,0,4,31,0,82,14,0,49,20,4,31,12,0,14,5,0,0,5,0,4,11,0,6,5,0,18,2,0,2,0,0,5,9,0,5,0,0,2,0,0,1,0,0,0,6,0,9,2,0,2,3,0,5,0,0,1,0,0,1,0,0,0,2,0,0,4,0,3
11/23/2021,1,0,3,1,0,4,10,0,5,3,0,2,5,1,2,35,0,3,0,1,4,0,0,2,6,0,6,0,0,0,69,0,43,8,1,4,58,0,166,40,3,50,43,1,51,15,0,22,12,0,0,1,0,1,19,0,7,28,0,16,2,0,8,0,0,0,7,0,6,0,0,8,0,0,3,3,0,0,5,0,3,2,2,9,7,0,0,0,0,0,0,0,7,0,0,1,7,0,0,5,0,4
11/24/2021,1,0,3,2,0,0,6,0,4,4,0,4,0,2,2,29,0,1,2,0,0,1,0,0,7,0,13,0,0,0,82,1,105,10,0,9,85,2,79,53,2,25,36,1,29,35,0,33,16,1,0,2,0,2,17,2,8,17,1,17,1,0,1,0,0,0,12,1,10,1,0,1,0,0,3,1,0,0,5,0,4,1,0,8,2,0,0,0,0,0,0,0,0,0,0,1,9,0,0,7,0,6
11/25/2021,1,0,0,2,0,3,9,0,3,0,0,0,3,1,5,14,0,1,3,0,0,0,0,4,3,0,18,0,0,6,54,1,42,9,0,8,44,0,54,45,8,62,32,3,20,79,0,20,13,0,0,2,0,0,18,0,7,5,0,14,1,0,2,0,0,0,4,0,7,1,0,2,0,0,1,1,0,1,7,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,0,0
11/26/2021,2,0,5,6,0,7,6,0,3,0,0,0,1,1,10,65,0,3,1,0,0,0,0,1,6,1,7,1,0,1,70,0,55,14,1,105,96,0,27,43,3,22,47,2,37,33,0,17,19,0,0,0,0,1,5,0,5,4,0,17,5,0,1,0,0,29,3,0,5,4,0,1,0,0,0,0,0,2,1,1,15,5,0,4,5,5,29,0,0,0,0,0,0,0,0,0,7,0,0,6,0,2
11/27/2021,0,0,1,0,0,2,7,0,9,3,0,3,2,0,1,62,0,2,2,0,0,1,0,0,7,0,8,0,0,0,54,0,86,4,0,3,46,1,31,48,3,32,31,3,19,68,0,30,9,2,0,2,1,0,11,0,4,13,0,10,3,0,0,1,0,0,5,0,11,2,0,0,1,0,0,0,0,0,4,0,3,3,1,2,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,10,0,1
11/28/2021,0,0,1,0,0,0,1,0,14,2,0,1,4,1,3,26,0,1,1,0,1,0,0,3,11,0,6,0,0,0,51,0,52,7,0,1,25,0,28,33,0,26,32,0,27,18,0,10,13,0,4,1,0,0,2,0,9,6,0,16,0,0,0,0,0,0,6,0,6,6,0,0,0,0,1,0,0,0,5,0,55,0,0,3,2,0,0,0,0,1,1,0,0,2,0,3,0,0,0,3,0,1
11/29/2021,1,0,3,0,0,21,6,0,5,0,1,4,1,0,3,3,0,2,0,0,7,0,0,0,8,0,10,0,0,0,41,0,71,6,0,3,29,2,94,20,4,47,10,1,17,5,0,10,11,1,10,1,0,3,4,0,9,6,0,12,0,1,32,0,1,1,8,0,5,0,1,32,0,0,0,0,0,0,1,0,7,0,0,5,7,0,1,0,0,0,0,0,2,0,0,0,3,1,30,4,0,5
11/30/2021,2,0,4,2,0,0,1,0,9,2,0,1,7,1,7,9,0,5,0,0,0,1,0,2,9,1,16,0,0,0,44,0,28,4,0,10,68,3,57,35,1,28,35,3,33,20,0,23,13,1,1,0,0,1,3,0,59,2,1,11,5,0,0,1,0,1,4,0,8,2,0,0,1,0,0,0,0,1,12,0,13,5,0,0,7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,6,0,0
12/1/2021,0,0,3,1,0,3,4,0,12,1,0,2,7,1,5,8,0,10,2,0,0,0,0,0,15,0,13,0,0,0,70,0,49,1,1,1,58,0,75,20,5,14,30,2,27,12,0,22,5,0,0,1,0,1,10,0,33,3,0,9,5,0,0,1,0,10,6,0,2,1,0,0,1,0,2,0,0,1,1,0,5,5,0,1,0,1,10,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1
12/2/2021,2,0,3,4,0,0,4,0,6,4,0,4,12,1,10,4,1,10,0,0,0,2,0,0,8,0,9,1,0,0,28,0,67,16,0,25,83,0,54,30,4,34,35,0,33,7,0,10,15,2,4,1,0,0,9,0,5,5,0,11,11,0,16,0,0,0,7,0,17,0,0,16,0,0,0,3,0,0,1,1,6,11,0,7,3,1,0,0,0,0,0,0,0,0,0,31,2,0,9,9,0,2
